Date,SE1,SE2,SE3,SE4
2022-01-17,17.2,17.2,80.97,80.97
2022-01-18,17.88,17.88,145.16,148.67
2022-01-19,15.23,15.23,33.89,33.89
2022-01-20,13.61,13.61,66.19,66.19
2022-01-21,18.83,18.83,110.69,110.69
2022-01-22,15.38,15.38,158.39,164.29
2022-01-23,12.39,12.39,114.69,115.05
2022-01-24,12.47,12.47,61.88,61.88
2022-01-25,15.23,15.23,147.49,149.53
2022-01-26,17.01,17.01,92.1,92.1
2022-01-27,28.6,28.6,33.39,33.39
2022-01-28,15.51,15.51,101.0,101.0
2022-01-29,15.63,15.63,17.2,17.2
2022-01-30,12.06,12.06,31.14,31.14
2022-01-31,27.65,27.65,172.85,175.03
2022-02-01,80.15,80.15,142.86,142.86
2022-02-02,76.12,76.12,139.7,139.7
2022-02-03,101.22,101.22,176.43,176.43
2022-02-04,14.76,14.76,57.61,57.61
2022-02-05,14.68,14.68,23.63,23.63
2022-02-06,13.5,13.5,40.32,40.32
2022-02-07,16.29,16.29,80.37,80.37
2022-02-08,15.12,15.12,37.32,37.32
2022-02-09,13.1,13.1,57.14,57.14
2022-02-10,12.38,12.38,55.06,55.06
2022-02-11,12.2,12.2,102.12,105.51
2022-02-12,13.0,13.0,34.02,34.02
2022-02-13,12.2,12.2,17.28,17.28
2022-02-14,16.74,16.74,67.39,67.39
2022-02-15,15.05,15.05,60.83,60.83
2022-02-16,15.5,15.5,74.37,74.37
2022-02-17,15.65,15.65,60.48,60.48
2022-02-18,14.27,14.27,73.02,73.02
2022-02-19,14.74,14.74,39.25,39.25
2022-02-20,17.87,17.87,54.43,54.43
2022-02-21,15.77,15.77,62.72,62.72
2022-02-22,76.66,76.66,113.01,113.01
2022-02-23,16.86,16.86,93.84,93.84
2022-02-24,13.29,13.29,63.46,63.69
2022-02-25,14.44,14.44,82.57,86.01
2022-02-26,15.32,15.32,107.79,128.92
2022-02-27,14.1,14.1,44.94,118.84
2022-02-28,15.13,15.13,95.79,161.41
2022-03-01,13.68,13.68,102.03,126.54
2022-03-02,13.28,13.28,148.64,212.12
2022-03-03,20.63,20.63,162.39,186.71
2022-03-04,23.72,23.72,198.57,223.68
2022-03-05,14.89,14.89,144.13,191.17
2022-03-06,14.06,14.06,68.7,103.74
2022-03-07,15.9,15.9,206.67,207.7
2022-03-08,18.27,18.27,246.41,268.83
2022-03-09,17.22,17.22,224.02,246.42
2022-03-10,14.21,14.21,120.86,158.44
2022-03-11,15.72,15.72,64.63,64.63
2022-03-12,19.28,19.28,96.07,96.07
2022-03-13,17.69,17.69,59.23,59.23
2022-03-14,22.16,22.16,157.87,164.94
2022-03-15,24.94,24.94,207.01,259.94
2022-03-16,17.13,17.13,179.02,204.28
2022-03-17,15.23,15.23,52.59,83.32
2022-03-18,14.26,14.26,36.81,85.59
2022-03-19,12.31,12.31,83.3,101.39
2022-03-20,14.41,14.41,42.06,42.06
2022-03-21,19.85,19.85,105.99,115.44
2022-03-22,32.55,32.55,136.86,192.0
2022-03-23,15.16,15.16,145.98,199.64
2022-03-24,33.52,33.52,103.03,167.83
2022-03-25,15.03,15.03,35.33,59.67
2022-03-26,19.0,19.0,34.49,34.49
2022-03-27,31.05,31.05,44.14,49.98
2022-03-28,14.81,14.81,16.84,16.84
2022-03-29,37.41,37.41,172.33,179.96
2022-03-30,35.92,35.92,217.02,217.02
2022-03-31,82.38,82.38,193.68,195.47
2022-04-01,118.67,118.67,155.39,155.45
2022-04-02,35.85,35.85,79.52,112.47
2022-04-03,51.48,51.48,55.49,76.82
2022-04-04,61.55,61.55,66.15,66.15
2022-04-05,28.18,28.18,74.72,74.72
2022-04-06,34.5,34.5,99.21,113.41
2022-04-07,64.84,64.84,78.0,78.63
2022-04-08,19.24,19.24,40.04,41.58
2022-04-09,28.15,28.15,28.15,28.15
2022-04-10,18.91,18.91,18.91,18.91
2022-04-11,37.23,37.23,137.29,143.51
2022-04-12,95.3,95.3,150.33,160.35
2022-04-13,100.36,100.36,102.29,102.29
2022-04-14,85.65,85.65,105.71,117.45
2022-04-15,61.36,61.36,61.36,61.36
2022-04-16,58.46,58.46,58.46,58.46
2022-04-17,47.13,47.13,47.13,47.13
2022-04-18,71.66,71.66,71.66,87.06
2022-04-19,90.26,110.84,110.84,159.61
2022-04-20,73.87,74.76,74.76,85.61
2022-04-21,46.1,46.1,46.1,46.1
2022-04-22,36.64,36.64,38.0,52.63
2022-04-23,26.81,26.81,26.81,61.0
2022-04-24,55.01,55.01,73.3,77.45
2022-04-25,40.27,40.27,162.99,199.36
2022-04-26,23.94,23.94,134.04,227.54
2022-04-27,43.43,43.43,164.87,212.65
2022-04-28,19.3,19.3,126.97,220.4
2022-04-29,31.43,31.43,131.4,224.58
2022-04-30,31.11,31.11,69.22,192.61
2022-05-01,35.29,35.29,132.26,139.32
2022-05-02,13.16,13.16,51.63,157.16
2022-05-03,16.9,16.9,123.17,145.28
2022-05-04,56.03,56.03,203.35,206.76
2022-05-05,63.94,63.94,132.82,217.39
2022-05-06,25.67,25.67,88.33,211.68
2022-05-07,5.09,5.09,36.07,160.92
2022-05-08,23.12,23.12,63.8,125.16
2022-05-09,57.12,57.12,167.21,176.32
2022-05-10,23.48,23.48,69.03,86.26
2022-05-11,32.81,32.81,86.66,86.84
2022-05-12,46.92,46.92,64.75,64.75
2022-05-13,65.26,65.26,81.05,85.09
2022-05-14,9.56,9.56,12.68,12.68
2022-05-15,7.29,7.29,61.86,61.86
2022-05-16,9.21,9.21,123.78,143.53
2022-05-17,113.76,113.76,124.69,182.62
2022-05-18,88.43,88.43,89.65,192.38
2022-05-19,143.19,143.19,165.17,184.6
2022-05-20,115.91,115.91,145.29,174.68
2022-05-21,50.44,50.44,82.21,107.09
2022-05-22,73.23,73.23,121.38,149.74
2022-05-23,127.06,127.06,164.05,172.08
2022-05-24,46.76,46.76,61.97,128.72
2022-05-25,31.36,31.36,130.45,162.81
2022-05-26,22.89,22.89,22.89,22.89
