,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Net imports (TWh),-1.77,-1.29,-2.16,-0.59,0.26,-1.68,6.14,-2.71,-10.7,-7.48,4.68,-7.29,5.36,12.83,-2.1,-7.39,6.04,1.32,-1.96,4.69,2.08,-7.23,-19.57,-10.0,-15.62,-22.6,-11.73,-18.99,-17.22,-26.16,-25.0,-25.8
