Date,Price,GDP,netimport,EV,EG,carbon,crude,gas,temp,precip,wind
2019-12-25,35.03,52576.03251251603,-25.615733297002443,20.1659648737174,166.24762514234595,24.121613485896884,67.69349445137692,2.2529685855061676,3.4,2.446365728529631,20.5655215031047
2019-12-26,36.0,52568.03597428627,-25.610973199011866,20.226987969665956,166.22862578571116,24.122042163297525,67.91999816894531,2.2939999103546143,0.6,2.3635734622004474,20.683915757965302
2019-12-27,38.47,52560.03631026418,-25.6062112403314,20.28808983736154,166.20961900235721,24.123065099457506,68.16000366210938,2.157999992370605,-0.8,2.275510104700178,20.801873878327157
2019-12-28,33.91,52552.034001340864,-25.60144770722102,20.34926967118927,166.1906059348563,24.12428530670083,68.01308186642207,2.1022632982538703,-2.1,2.1830404082686266,20.91935495741889
2019-12-29,28.53,52544.02952840746,-25.596682885940716,20.41052666553426,166.1715877257806,24.125305797351515,68.04821605854967,2.150313716204008,2.3,2.087029125145597,21.036318088469116
2019-12-30,25.26,52536.02337235511,-25.591917062750472,20.47186001478163,166.15256551770233,24.12572958373356,68.44000244140625,2.186000108718872,8.0,1.9883410075708925,21.152722364706463
2019-12-31,27.65,52528.01601407492,-25.587150523910267,20.5332689133165,166.13354045319355,24.125159678170974,68.37999725341797,2.188999891281128,4.3,1.8878408077843174,21.26852687935954
2020-01-01,27.74,52520.007934458044,-25.58238355568009,20.594752555523982,166.11451367482655,24.12319909298777,67.93178441117456,2.153528694288911,3.7,1.7863932780256746,21.38369072565698
2020-01-02,26.77,52511.999614395616,-25.57761644431991,20.656310135789198,166.09548632517345,24.119450840507955,66.25,2.121999979019165,6.1,1.684863170534769,21.498172996827403
2020-01-03,22.64,52503.99153477873,-25.572849476089733,20.717940848497253,166.0764595468064,24.113517933055537,68.5999984741211,2.130000114440918,5.9,1.5841152375514034,21.611932786099423
2020-01-04,21.17,52495.98417649856,-25.568082937249528,20.77964388803328,166.05743448229768,24.10500338295453,67.5021926567947,2.1307821771048157,2.3,1.4850142313153816,21.724929186701658
2020-01-05,29.65,52487.9780204462,-25.56331711405928,20.84141844878238,166.03841227421935,24.093510202528925,67.29862268244023,2.1218529428836197,0.2,1.3884249040665078,21.83712129186273
2020-01-06,29.61,52479.9735475128,-25.55855229277898,20.903263725129683,166.01939406514367,24.078641404102747,68.91000366210938,2.134999990463257,5.0,1.2952120080445855,21.948468194811262
2020-01-07,28.79,52471.97123858948,-25.5537887596686,20.965178911460296,166.00038099764276,24.06,68.2699966430664,2.1619999408721924,5.5,1.2062402954894182,22.05892898877587
2020-01-08,22.25,52463.97157456739,-25.54902680098813,21.027163202159343,165.98137421428882,24.035649577315446,65.44000244140625,2.1410000324249268,6.8,1.1223745186408107,22.16846276698518
2020-01-09,25.73,52455.97503633763,-25.544266702997557,21.089215791611938,165.96237485765403,24.01,65.37000274658203,2.1659998893737797,3.4,1.0444794297385651,22.27702862266781
2020-01-10,26.33,52447.98210479135,-25.539508751956856,21.151335874203202,165.94338407031054,24.00161888524212,64.9800033569336,2.20199990272522,0.9,0.9734197810224865,22.384585649052376
2020-01-11,24.91,52439.993260819676,-25.534753234126015,21.213522644318243,165.92440299483056,24.01257537274047,65.67896427864765,2.2078882925938768,0.7,0.9100603247323775,22.491092939367505
2020-01-12,22.86,52432.00898531374,-25.530000435765018,21.275775296342186,165.90543277378623,24.027244173868585,65.38136209672805,2.1858525647579117,6.2,0.855265813108042,22.596509586841808
2020-01-13,25.2,52424.02975916467,-25.525250643133845,21.33809302466014,165.88647454974975,24.03,64.19999694824219,2.181999921798706,2.4,0.8099009983892853,22.700794684703915
2020-01-14,22.77,52416.05606326359,-25.520504142492488,21.40047502365723,165.8675294652933,23.74,64.48999786376953,2.187000036239624,4.0,0.7748306328159091,22.80390732618244
2020-01-15,22.49,52408.088378501634,-25.51576122010092,21.462920487718566,165.848598662989,24.08,64.0,2.119999885559082,7.4,0.7509194686277185,22.905806604506004
2020-01-16,24.25,52400.12718576993,-25.51102216221913,21.52542861122927,165.82968328540912,24.85,64.62000274658203,2.07699990272522,6.4,0.7390322580645161,23.006451612903227
2020-01-17,24.44,52392.17296595962,-25.506287255107104,21.587998588574457,165.81078447512576,25.32664428307277,64.8499984741211,2.003000020980835,4.8,0.7339531802815691,23.105760195747564
2020-01-18,23.24,52384.22619996182,-25.501556785024817,21.650629614139245,165.79190337471113,25.63769012398824,63.70322720870218,1.9446381060918532,4.9,0.7298763202603042,23.203485201991796
2020-01-19,22.85,52376.28736866767,-25.496831038232262,21.713320882308746,165.77304112673738,25.742390902909587,63.43313051244493,1.912087398237484,3.4,0.7267812889797676,23.29933823173353
2020-01-20,22.54,52368.356952968286,-25.492110300989417,21.776071587468085,165.75419887377672,25.6,63.15412799430519,1.8979929917412108,3.7,0.7246476974190043,23.393030885070367
2020-01-21,20.75,52360.43543375482,-25.487394859556264,21.83888092400237,165.73537775840128,25.1,64.58999633789062,1.8949999809265137,7.0,0.7234551565570598,23.484274762099933
2020-01-22,20.14,52352.52329191838,-25.482685000192795,21.901748086296728,165.7165789231833,24.863124945175436,63.209999084472656,1.9049999713897705,3.6,0.72318327737298,23.572781462919835
2020-01-23,20.37,52344.62100835011,-25.47798100915898,21.964672268736265,165.69780351069488,24.65,62.040000915527344,1.9259999990463257,1.8,0.7238116708458102,23.65826258762767
2020-01-24,19.38,52336.72906394114,-25.473283172714815,22.027652665706107,165.67905266350826,24.45956139240506,60.68999862670898,1.89300000667572,5.5,0.7253199479545961,23.74042973632107
2020-01-25,20.34,52328.84793958258,-25.468591777120277,22.090688471591363,165.6603275241956,24.295063713080168,61.392974498214876,1.871640935578885,2.5,0.727687719678383,23.818994509097625
2020-01-26,19.94,52320.97811616559,-25.463907108635357,22.153778880777153,165.64162923532902,24.155534177215188,60.92861944991503,1.874938111552071,6.0,0.7308945969962166,23.89366850605497
2020-01-27,21.01,52313.120074581275,-25.459229453520027,22.216923087648595,165.62295893948078,24.04,59.31999969482422,1.9019999504089355,4.9,0.7349201908871424,23.964163327290688
2020-01-28,21.99,52305.27429572078,-25.454559098034277,22.28012028659081,165.60431777922298,24.55,59.5099983215332,1.934000015258789,3.8,0.7397441123302061,24.03019057290241
2020-01-29,21.02,52297.441260475236,-25.449896328438086,22.34336967198891,165.5857068971279,24.15889214227291,59.810001373291016,1.8769999742507932,3.5,0.7453459723044529,24.091461842987734
2020-01-30,21.32,52289.621449735765,-25.445241430991448,22.406670438228,165.5671274357676,23.74,58.290000915527344,1.8289999961853027,2.4,0.7517053817889285,24.147688737644277
2020-01-31,18.72,52281.81534439349,-25.440594691954338,22.470021779693223,165.5485805377143,23.534137341827257,58.15999984741211,1.840999960899353,3.0,0.7588019517626784,24.19858285696965
2020-02-01,14.07,52274.02342533956,-25.435956397586736,22.533422890769675,165.53006734554015,23.341668504759692,57.38137367479485,1.8335247386006277,5.8,0.7666152932047482,24.243855801061468
2020-02-02,15.08,52266.24617346509,-25.43132683414864,22.596872965842483,165.51158900181738,23.213365415312282,56.74839385709505,1.8034043700091198,4.2,0.7751250170941835,24.283219170017325
2020-02-03,19.31,52258.48406966122,-25.426706287900014,22.66037119929676,165.49314664911816,23.2,58.20000076293945,1.819000005722046,0.3,0.7843107344100297,24.316384563934847
