Date,EVCar_Percent
2010,0.0012956137070432
2011,0.0544927418231964
2012,0.3079628944396972
2013,0.529471755027771
2014,1.4402676820755005
2015,2.372545003890991
2016,3.4087305068969727
2017,5.089405536651611
2018,7.567019462585449
2019,11.431989669799805
2020,32.26823806762695
2021,43.29474258422852
