name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
sweden,2018-12-18,0.1,-1.7,-0.6,0.1,-3.7,-1.7,-1.8,91.9,0.2,100,25,"rain,snow",,,15.1,9.1,186,1025.3,11.8,10.1,4.8,0.4,0,,2018-12-18T08:41:24,2018-12-18T14:47:06,0.39,"Snow, Rain",Clear conditions throughout the day with rain or snow in the morning and afternoon.,rain,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-19,2.6,-2.1,0.9,-0.3,-2.8,-1.5,-1.3,85.7,0.79,100,16.67,"rain,snow",,,26.8,21.3,111.8,1025.1,14.1,12.1,3.7,0.4,0,,2018-12-19T08:42:10,2018-12-19T14:47:20,0.43,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-20,2.6,-0.3,0.9,-1.3,-5.3,-4.1,-1.9,81.9,0.81,100,20.83,"rain,snow",,,43.2,27.1,115.1,1022.2,12.2,13,2,0.1,0,,2018-12-20T08:42:51,2018-12-20T14:47:40,0.47,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,rain,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-21,-0.3,-2.1,-1.4,-4.7,-6.2,-5.4,-4.3,80.8,0.02,100,4.17,"rain,snow",,,26.7,17.5,59.9,1014.7,12.6,17.8,3.9,0.1,0,,2018-12-21T08:43:26,2018-12-21T14:48:05,0.49,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,snow,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-22,-1.7,-4.2,-2.4,-4.6,-8.3,-5.8,-3.8,90.2,0.6,100,45.83,"rain,snow",,,23.7,11,180.6,1008.6,15.6,14.3,3.2,0.3,0,,2018-12-22T08:43:57,2018-12-22T14:48:36,0.5,"Snow, Rain",Clear conditions throughout the day with rain or snow.,snow,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-23,-4.2,-5.2,-4.8,-8.5,-10.5,-9.5,-6.1,90.3,0.87,100,54.17,snow,,,22,14.6,304.1,1012.6,12.2,12.1,6.3,0.4,0,,2018-12-23T08:44:22,2018-12-23T14:49:12,0.51,Snow,Clear conditions throughout the day with a chance of snow throughout the day.,snow,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-24,-4,-7.5,-5.4,-7.4,-10.7,-9.1,-7.5,85.6,0,0,0,,,,19.5,12.7,270.5,1016.6,8.2,29.7,5.3,0.5,0,,2018-12-24T08:44:42,2018-12-24T14:49:53,0.53,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-25,3.7,-3.1,1.2,1.4,-7.5,-2,-1,85.5,1.11,100,25,"rain,snow",,,21.7,15,251.3,1010.5,8.2,26.9,7.4,0.5,0,,2018-12-25T08:44:56,2018-12-25T14:50:39,0.55,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-26,4.9,2.2,3.3,2.8,-1.2,0.7,0,79.3,0.29,100,4.17,rain,,,26.5,19.2,271.7,1013,4,30.4,9.6,0.7,1,,2018-12-26T08:45:05,2018-12-26T14:51:30,0.6,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"02486099999,02464099999,02469099999,02489099999,02484099999,ESSB"
sweden,2018-12-27,2.7,0.1,1.1,2.7,-1.3,0.3,-0.2,91.2,0,0,0,,,,13,7.6,276,1010.5,10.3,19.2,7.7,0.6,1,,2018-12-27T08:45:09,2018-12-27T14:52:27,0.65,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-28,2.1,-1.6,0.2,0.6,-3.3,-0.8,-0.9,92.6,0,0,0,,,,15.9,8.4,251.9,1015.1,3.9,18.6,6.3,0.5,0,,2018-12-28T08:45:08,2018-12-28T14:53:28,0.7,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-29,0.3,-2.7,-0.9,-0.6,-5,-3.2,-1.3,97.3,0,0,0,,,,20.2,15,267.8,1015,11,9.6,6.4,0.6,0,,2018-12-29T08:45:02,2018-12-29T14:54:34,0.76,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-30,0.7,-1.2,-0.2,0.3,-3.3,-1.9,-1.3,92.4,0,0,0,,,,25,12.9,291.8,1017.7,10.3,17.3,7.6,0.6,0,,2018-12-30T08:44:50,2018-12-30T14:55:45,0.81,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
sweden,2018-12-31,3.7,-3.1,-0.4,0.6,-6.1,-3,-1.2,94.1,0,0,0,,,,39.8,20.5,234.8,1018.5,9.9,16.5,6.5,0.5,0,,2018-12-31T08:44:33,2018-12-31T14:57:00,0.86,Clear,Clear conditions throughout the day.,clear-day,"02486099999,02464099999,02469099999,02489099999,C8398,02484099999,ESSB"
