Date,temp,precip,windspeed
2020-09-10,10.1,0.0,31.7
2020-09-11,9.5,0.0,20.9
2020-09-12,11.5,6.31,24.5
2020-09-13,10.3,8.96,18.0
2020-09-14,11.1,0.0,29.6
2020-09-15,9.4,0.0,16.2
2020-09-16,7.3,36.12,25.7
2020-09-17,7.7,0.0,35.4
2020-09-18,10.9,0.12,45.6
2020-09-19,10.0,0.0,32.9
2020-09-20,7.9,0.67,18.9
2020-09-21,10.3,0.88,32.8
2020-09-22,8.6,0.0,34.1
2020-09-23,9.4,0.12,34.9
2020-09-24,8.9,0.96,21.0
2020-09-25,11.6,0.0,25.7
2020-09-26,7.0,3.01,18.1
2020-09-27,6.6,1.04,16.1
2020-09-28,8.9,0.56,11.0
2020-09-29,8.0,0.0,9.8
2020-09-30,9.6,0.3,12.1
2020-10-01,9.9,0.0,9.9
2020-10-02,9.8,0.0,11.1
2020-10-03,8.9,0.0,14.7
2020-10-04,9.2,0.0,13.7
2020-10-05,9.1,6.2,18.4
2020-10-06,10.4,14.88,23.3
2020-10-07,11.0,20.11,33.9
2020-10-08,10.9,1.55,21.9
2020-10-09,10.1,3.41,20.9
2020-10-10,9.0,14.9,17.2
2020-10-11,7.7,12.24,9.8
2020-10-12,7.2,0.02,11.4
2020-10-13,4.7,0.47,18.6
2020-10-14,3.8,0.01,12.2
2020-10-15,3.2,0.19,18.2
2020-10-16,3.4,0.0,17.1
2020-10-17,5.7,0.22,18.6
2020-10-18,-0.4,19.8,26.2
2020-10-19,-0.2,2.57,19.8
2020-10-20,-3.6,0.0,18.1
2020-10-21,-1.7,8.49,18.5
2020-10-22,-0.8,1.63,20.8
2020-10-23,-3.9,0.0,21.9
2020-10-24,-1.3,0.0,22.1
2020-10-25,-2.5,4.51,37.6
2020-10-26,4.7,6.2,36.6
2020-10-27,3.5,23.69,27.3
2020-10-28,5.5,3.62,14.7
2020-10-29,5.4,2.03,19.6
2020-10-30,-1.6,0.0,14.6
2020-10-31,0.3,4.16,17.1
2020-11-01,5.6,1.06,36.6
2020-11-02,7.3,23.45,57.2
2020-11-03,5.3,0.0,15.6
2020-11-04,3.7,0.0,21.0
2020-11-05,5.8,2.25,38.9
2020-11-06,6.8,0.59,40.5
2020-11-07,6.3,0.0,39.4
2020-11-08,1.8,0.0,18.6
2020-11-09,2.3,0.0,28.2
2020-11-10,-2.3,0.19,10.0
2020-11-11,-0.1,0.0,11.1
2020-11-12,1.7,0.0,21.2
2020-11-13,3.9,0.41,19.7
2020-11-14,5.0,0.79,28.2
2020-11-15,5.9,1.1,33.1
2020-11-16,4.9,0.96,35.5
2020-11-17,6.2,1.87,38.0
2020-11-18,4.7,0.0,24.6
2020-11-19,-1.3,6.85,33.2
2020-11-20,-0.6,0.47,35.3
2020-11-21,-0.8,4.86,38.1
2020-11-22,1.1,0.29,23.1
2020-11-23,-0.7,0.0,22.0
2020-11-24,-4.3,0.0,24.4
2020-11-25,0.1,5.71,31.8
2020-11-26,-2.8,0.69,30.5
2020-11-27,-6.9,0.0,18.2
2020-11-28,-5.6,0.0,18.3
2020-11-29,-3.0,0.0,21.1
2020-11-30,0.0,0.56,24.6
2020-12-01,-1.5,2.44,22.0
2020-12-02,-1.1,0.0,30.6
2020-12-03,2.7,0.0,31.9
2020-12-04,1.1,1.17,22.0
2020-12-05,1.2,2.47,18.2
2020-12-06,2.4,10.12,14.8
2020-12-07,1.7,3.39,15.8
