Date,Close
2018-12-31,2.940000057220459
2019-01-02,2.9579999446868896
2019-01-03,2.944999933242798
2019-01-04,3.0439999103546143
2019-01-07,2.944000005722046
2019-01-08,2.9670000076293945
2019-01-09,2.9839999675750732
2019-01-10,2.9690001010894775
2019-01-11,3.0989999771118164
2019-01-14,3.5910000801086426
2019-01-15,3.500999927520752
2019-01-16,3.384000062942505
2019-01-17,3.4130001068115234
2019-01-18,3.4820001125335693
2019-01-22,3.0399999618530273
2019-01-23,2.9800000190734863
2019-01-24,3.0989999771118164
2019-01-25,3.177999973297119
2019-01-28,2.9110000133514404
2019-01-29,2.950000047683716
2019-01-30,2.8540000915527344
2019-01-31,2.813999891281128
2019-02-01,2.7339999675750732
2019-02-04,2.6600000858306885
2019-02-05,2.6619999408721924
2019-02-06,2.6619999408721924
2019-02-07,2.5510001182556152
2019-02-08,2.5829999446868896
2019-02-11,2.6419999599456787
2019-02-12,2.687999963760376
2019-02-13,2.575000047683716
2019-02-14,2.572999954223633
2019-02-15,2.625
2019-02-19,2.6619999408721924
2019-02-20,2.635999917984009
2019-02-21,2.697000026702881
2019-02-22,2.7170000076293945
2019-02-25,2.8359999656677246
2019-02-26,2.8550000190734863
2019-02-27,2.7990000247955322
2019-02-28,2.812000036239624
2019-03-01,2.8589999675750732
2019-03-04,2.8570001125335693
2019-03-05,2.884000062942505
2019-03-06,2.8410000801086426
2019-03-07,2.865999937057495
2019-03-08,2.865000009536743
2019-03-11,2.7720000743865967
2019-03-12,2.7839999198913574
2019-03-13,2.819999933242798
2019-03-14,2.8550000190734863
2019-03-15,2.7950000762939453
2019-03-18,2.8499999046325684
2019-03-19,2.874000072479248
2019-03-20,2.819999933242798
2019-03-21,2.821000099182129
2019-03-22,2.753000020980835
2019-03-25,2.755000114440918
2019-03-26,2.740000009536743
2019-03-27,2.7130000591278076
2019-03-28,2.7119998931884766
2019-03-29,2.6619999408721924
2019-04-01,2.7079999446868896
2019-04-02,2.684000015258789
2019-04-03,2.677000045776367
2019-04-04,2.6429998874664307
2019-04-05,2.6640000343322754
2019-04-08,2.7079999446868896
2019-04-09,2.6989998817443848
2019-04-10,2.700000047683716
2019-04-11,2.6640000343322754
2019-04-12,2.6600000858306885
2019-04-15,2.5899999141693115
2019-04-16,2.572000026702881
2019-04-17,2.5169999599456787
2019-04-18,2.490000009536743
2019-04-22,2.5239999294281006
2019-04-23,2.4549999237060547
2019-04-24,2.4619998931884766
2019-04-25,2.5139999389648438
2019-04-26,2.565999984741211
2019-04-29,2.5929999351501465
2019-04-30,2.575000047683716
2019-05-01,2.619999885559082
2019-05-02,2.5889999866485596
2019-05-03,2.566999912261963
2019-05-06,2.5239999294281006
2019-05-07,2.5369999408721924
2019-05-08,2.609999895095825
2019-05-09,2.5950000286102295
2019-05-10,2.61899995803833
2019-05-13,2.621000051498413
2019-05-14,2.6589999198913574
2019-05-15,2.6010000705718994
2019-05-16,2.6389999389648438
2019-05-17,2.63100004196167
2019-05-20,2.6730000972747803
2019-05-21,2.61299991607666
2019-05-22,2.5429999828338623
2019-05-23,2.578000068664551
2019-05-24,2.5980000495910645
2019-05-28,2.5820000171661377
2019-05-29,2.632999897003174
2019-05-30,2.546999931335449
2019-05-31,2.4539999961853027
2019-06-03,2.4030001163482666
2019-06-04,2.4159998893737793
2019-06-05,2.378000020980835
2019-06-06,2.3239998817443848
2019-06-07,2.3369998931884766
2019-06-10,2.3570001125335693
2019-06-11,2.3989999294281006
2019-06-12,2.385999917984009
2019-06-13,2.325000047683716
2019-06-14,2.38700008392334
2019-06-17,2.385999917984009
2019-06-18,2.328000068664551
2019-06-19,2.2760000228881836
2019-06-20,2.184999942779541
2019-06-21,2.186000108718872
2019-06-24,2.302999973297119
2019-06-25,2.308000087738037
2019-06-26,2.2909998893737793
2019-06-27,2.3239998817443848
2019-06-28,2.308000087738037
2019-07-01,2.2669999599456787
2019-07-02,2.240000009536743
2019-07-03,2.2899999618530273
2019-07-05,2.4179999828338623
2019-07-08,2.4030001163482666
2019-07-09,2.424999952316284
2019-07-10,2.444000005722046
2019-07-11,2.4159998893737793
2019-07-12,2.453000068664551
2019-07-15,2.4079999923706055
2019-07-16,2.305999994277954
2019-07-17,2.303999900817871
2019-07-18,2.2869999408721924
2019-07-19,2.250999927520752
2019-07-22,2.312000036239624
2019-07-23,2.299999952316284
2019-07-24,2.2200000286102295
2019-07-25,2.24399995803833
2019-07-26,2.1689999103546143
2019-07-29,2.1410000324249268
2019-07-30,2.13700008392334
2019-07-31,2.2330000400543213
2019-08-01,2.2019999027252197
2019-08-02,2.121000051498413
2019-08-05,2.069999933242798
2019-08-06,2.1110000610351562
2019-08-07,2.0829999446868896
2019-08-08,2.128000020980835
2019-08-09,2.11899995803833
2019-08-12,2.1050000190734863
2019-08-13,2.1470000743865967
2019-08-14,2.1429998874664307
2019-08-15,2.2320001125335693
2019-08-16,2.200000047683716
2019-08-19,2.2100000381469727
2019-08-20,2.2179999351501465
2019-08-21,2.1700000762939453
2019-08-22,2.1589999198913574
2019-08-23,2.1519999504089355
2019-08-26,2.2300000190734863
2019-08-27,2.2019999027252197
2019-08-28,2.250999927520752
2019-08-29,2.2960000038146973
2019-08-30,2.2850000858306885
2019-09-03,2.3580000400543213
2019-09-04,2.444999933242798
2019-09-05,2.434999942779541
2019-09-06,2.496000051498413
2019-09-09,2.5850000381469727
2019-09-10,2.5799999237060547
2019-09-11,2.552000045776367
2019-09-12,2.5739998817443848
2019-09-13,2.614000082015991
2019-09-16,2.680999994277954
2019-09-17,2.6679999828338623
2019-09-18,2.63700008392334
2019-09-19,2.5380001068115234
2019-09-20,2.5339999198913574
2019-09-23,2.5269999504089355
