Date,Close
2018-12-31,52.279998779296875
2019-01-02,54.90999984741211
2019-01-03,55.95000076293945
2019-01-04,57.060001373291016
2019-01-07,57.33000183105469
2019-01-08,58.720001220703125
2019-01-09,61.439998626708984
2019-01-10,61.68000030517578
2019-01-11,60.47999954223633
2019-01-14,58.9900016784668
2019-01-15,60.63999938964844
2019-01-16,61.31999969482422
2019-01-17,61.18000030517578
2019-01-18,62.70000076293945
2019-01-22,61.5
2019-01-23,61.13999938964844
2019-01-24,61.09000015258789
2019-01-25,61.63999938964844
2019-01-28,59.93000030517578
2019-01-29,61.31999969482422
2019-01-30,61.650001525878906
2019-01-31,61.88999938964844
2019-02-01,61.869998931884766
2019-02-04,62.5099983215332
2019-02-05,61.97999954223633
2019-02-06,62.689998626708984
2019-02-07,61.630001068115234
2019-02-08,62.099998474121094
2019-02-11,61.5099983215332
2019-02-12,62.41999816894531
2019-02-13,63.61000061035156
2019-02-14,64.56999969482422
2019-02-15,66.25
2019-02-19,66.44999694824219
2019-02-20,67.08000183105469
2019-02-21,67.06999969482422
2019-02-22,67.12000274658203
2019-02-25,64.76000213623047
2019-02-26,65.20999908447266
2019-02-27,66.38999938964844
2019-02-28,66.02999877929688
2019-03-01,66.01000213623047
2019-03-04,65.66999816894531
2019-03-05,65.86000061035156
2019-03-06,65.98999786376953
2019-03-07,66.30000305175781
2019-03-08,65.73999786376953
2019-03-11,66.58000183105469
2019-03-12,66.66999816894531
2019-03-13,67.55000305175781
2019-03-14,67.2300033569336
2019-03-15,67.16000366210938
2019-03-18,67.54000091552734
2019-03-19,67.61000061035156
2019-03-20,68.5
2019-03-21,67.86000061035156
2019-03-22,67.02999877929688
2019-03-25,67.20999908447266
2019-03-26,67.97000122070312
2019-03-27,67.83000183105469
2019-03-28,67.81999969482422
2019-03-29,68.38999938964844
2019-04-01,68.3499984741211
2019-04-02,69.37000274658203
2019-04-03,69.30999755859375
2019-04-04,69.4000015258789
2019-04-05,70.33999633789062
2019-04-08,71.0999984741211
2019-04-09,70.61000061035156
2019-04-10,71.7300033569336
2019-04-11,70.83000183105469
2019-04-12,71.55000305175781
2019-04-15,71.18000030517578
2019-04-16,71.72000122070312
2019-04-17,71.62000274658203
2019-04-18,71.97000122070312
2019-04-22,74.04000091552734
2019-04-23,74.51000213623047
2019-04-24,74.56999969482422
2019-04-25,74.3499984741211
2019-04-26,72.1500015258789
2019-04-29,72.04000091552734
2019-04-30,72.80000305175781
2019-05-01,72.79000091552734
2019-05-02,70.75
2019-05-03,70.8499984741211
2019-05-06,71.23999786376953
2019-05-07,69.87999725341797
2019-05-08,70.37000274658203
2019-05-09,70.38999938964844
2019-05-10,70.62000274658203
2019-05-13,70.2300033569336
2019-05-14,71.23999786376953
2019-05-15,71.7699966430664
2019-05-16,72.62000274658203
2019-05-17,72.20999908447266
2019-05-20,71.97000122070312
2019-05-21,72.18000030517578
2019-05-22,70.98999786376953
2019-05-23,67.76000213623047
2019-05-24,68.69000244140625
2019-05-28,70.11000061035156
2019-05-29,69.44999694824219
2019-05-30,66.87000274658203
2019-05-31,64.48999786376953
2019-06-03,64.44999694824219
2019-06-04,61.970001220703125
2019-06-05,60.630001068115234
2019-06-06,61.66999816894531
2019-06-07,63.290000915527344
2019-06-10,62.290000915527344
2019-06-11,62.290000915527344
2019-06-12,59.970001220703125
2019-06-13,61.310001373291016
2019-06-14,62.0099983215332
2019-06-17,60.939998626708984
2019-06-18,62.13999938964844
2019-06-19,61.81999969482422
2019-06-20,64.44999694824219
2019-06-21,65.19999694824219
2019-06-24,64.86000061035156
2019-06-25,65.05000305175781
2019-06-26,66.48999786376953
2019-06-27,66.55000305175781
